trip_id,payment_type,amount,tip
11807,UPI,519.6,19.6
11808,UPI,403.2,37.95
11809,Wallet,707.28,34.06
11810,UPI,99.36,40.39
11811,UPI,177.0,20.67
11812,Wallet,518.76,49.27
11813,Card,354.6,23.49
11814,Card,241.68,11.87
11815,Card,608.16,27.95
11816,Wallet,329.76,24.82
11817,UPI,181.8,9.89
11818,Card,203.04,48.94
11819,Wallet,130.18,27.03
11820,UPI,262.56,8.95
11821,Card,110.88,22.11
11822,UPI,331.34,21.99
11823,Wallet,99.6,43.7
11824,Wallet,64.08,0.0
11825,Card,422.88,42.0
11826,Card,316.44,41.46
11827,Wallet,102.96,0.0
11828,UPI,395.76,12.28
11829,Wallet,125.42,21.12
11830,Card,308.88,19.91
11831,UPI,452.7,13.23
11832,Card,186.3,0.0
11833,Wallet,33.7,30.95
11834,Card,107.28,24.01
11835,Wallet,324.72,28.04
11836,UPI,367.56,2.24
11837,Wallet,30.67,0.0
11838,Card,38.4,13.99
11839,Wallet,279.12,0.0
11840,Wallet,301.8,0.0
11841,Card,174.0,0.0
11842,Card,297.22,0.0
11843,Card,181.73,9.55
11844,Card,155.34,49.58
11845,Card,69.6,4.65
11846,Card,160.92,42.72
11847,Card,466.08,38.44
11848,Wallet,235.56,3.36
11849,Wallet,20.45,26.44
11850,Card,51.72,29.0
11851,Wallet,527.58,0.0
11852,Card,257.9,0.0
11853,Wallet,58.8,15.86
11854,Wallet,291.96,28.47
11855,Card,379.44,19.21
11856,Card,271.87,2.37
11857,Card,349.68,2.95
11858,Card,254.16,28.93
11859,Wallet,218.16,39.14
11860,Card,135.12,0.0
11861,Wallet,16.13,27.56
11862,UPI,384.62,20.01
11863,Card,65.95,47.05
11864,Card,92.88,9.14
11865,Card,514.56,36.12
11866,Card,155.16,0.0
11867,UPI,52.13,37.2
11868,UPI,620.88,46.56
11869,UPI,57.46,7.83
11870,Wallet,344.52,0.0
11871,Wallet,50.11,0.0
11872,Wallet,408.48,0.0
11873,Wallet,518.16,43.99
11874,Card,63.96,4.21
11875,Card,165.84,47.44
11876,Card,40.2,36.13
11877,UPI,475.68,37.38
11878,Card,415.3,18.36
11879,Wallet,380.4,26.83
11880,Wallet,433.44,0.0
11881,UPI,34.74,40.03
11882,Card,179.46,17.23
11883,Wallet,214.44,27.85
11884,Wallet,79.06,0.0
11885,UPI,313.34,12.53
11886,Wallet,90.72,14.63
11887,UPI,302.04,40.7
11888,Wallet,212.83,6.93
11889,UPI,53.46,6.98
11890,Wallet,18.29,33.11
11891,Wallet,44.35,17.6
11892,Wallet,206.28,10.72
11893,Wallet,445.92,0.0
11894,UPI,22.44,8.54
11895,Wallet,246.6,14.95
11896,UPI,88.92,33.93
11897,Wallet,247.68,38.48
11898,Wallet,335.88,11.66
11899,Card,574.08,4.13
11900,Card,57.06,16.15
11901,Card,83.81,18.84
11902,Wallet,122.58,0.0
11903,UPI,335.28,20.98
11904,UPI,158.16,36.18
11905,Wallet,214.92,10.94
11906,Wallet,271.44,21.58
11907,UPI,67.68,0.0
11908,Card,135.96,0.0
11909,Wallet,665.52,19.4
11910,Card,406.08,19.41
11911,Wallet,171.07,13.07
11912,Card,156.72,33.6
11913,Card,625.68,0.0
11914,Card,298.68,0.0
11915,UPI,100.44,17.21
11916,UPI,24.12,0.78
11917,Wallet,114.6,35.11
11918,Wallet,425.88,0.0
11919,Card,197.16,0.0
11920,Wallet,65.7,48.75
11921,Card,49.1,47.64
11922,UPI,176.16,0.0
11923,Wallet,240.0,0.0
11924,UPI,389.95,11.47
11925,Card,106.56,46.48
11926,UPI,285.12,5.93
11927,Card,338.4,19.34
11928,Card,52.42,0.0
11929,Wallet,281.28,0.0
11930,Wallet,237.6,36.94
11931,Wallet,128.7,24.16
11932,UPI,203.04,12.27
11933,Card,331.2,36.15
11934,Card,354.12,49.17
11935,UPI,387.65,18.45
11936,UPI,269.82,20.03
11937,Wallet,207.54,9.13
11938,Wallet,169.32,42.76
11939,Card,37.68,0.0
11940,Card,92.64,0.0
11941,Card,76.32,0.0
11942,Wallet,64.8,0.0
11943,Wallet,242.4,34.11
11944,UPI,348.48,2.48
11945,Card,117.22,0.0
11946,UPI,242.1,19.91
11947,Card,406.08,34.68
11948,Wallet,290.88,0.0
11949,Card,617.04,2.04
11950,Card,42.84,13.8
11951,UPI,388.62,40.35
11952,UPI,292.32,44.85
11953,UPI,68.4,0.0
11954,Card,304.38,30.42
11955,UPI,212.4,0.0
11956,UPI,378.36,28.31
11957,Wallet,574.08,41.08
11958,UPI,396.36,29.67
11959,Wallet,565.44,0.0
11960,UPI,167.76,16.67
11961,UPI,20.3,28.55
11962,UPI,80.64,43.89
11963,Card,27.84,37.95
11964,Wallet,483.84,28.92
11965,UPI,400.86,5.06
11966,UPI,504.96,0.0
11967,UPI,66.96,0.0
11968,UPI,301.2,0.0
11969,Card,72.14,33.27
11970,Wallet,70.85,13.08
11971,Wallet,507.12,12.66
11972,UPI,49.1,0.0
11973,Wallet,61.92,31.91
11974,Card,325.44,0.0
11975,Card,507.36,16.18
11976,UPI,246.42,0.0
11977,Card,169.44,0.0
11978,Card,164.59,15.01
11979,Card,323.42,31.19
11980,UPI,237.84,12.01
11981,Wallet,27.94,49.41
11982,UPI,407.81,3.46
11983,Wallet,410.4,45.27
11984,Card,248.16,36.15
11985,Wallet,247.68,0.0
11986,UPI,135.36,15.2
11987,Wallet,102.38,10.14
11988,Wallet,187.34,31.85
11989,Wallet,291.96,36.44
11990,UPI,559.92,8.91
11991,UPI,52.8,0.0
11992,Wallet,347.4,40.45
11993,Card,45.72,44.48
11994,Card,28.26,19.26
11995,Card,140.88,0.0
11996,Wallet,291.6,0.0
11997,Card,225.22,0.0
11998,Card,315.36,5.29
11999,Wallet,201.0,10.66
12000,Wallet,40.03,28.29
12001,UPI,192.6,27.03
12002,UPI,445.14,24.35
12003,UPI,289.15,24.4
12004,Card,83.76,44.37
12005,UPI,255.0,0.0
12006,Wallet,206.52,1.73
12007,Card,117.54,32.96
12008,Card,274.9,34.79
12009,Card,386.82,19.67
12010,Card,320.76,18.86
12011,Card,554.88,42.49
12012,UPI,361.2,46.08
12013,UPI,99.84,27.71
12014,UPI,358.56,9.13
12015,Card,302.22,31.51
12016,Wallet,391.68,43.58
12017,Wallet,555.6,29.02
12018,UPI,501.3,49.1
12019,Card,224.88,0.0
12020,Wallet,608.88,44.3
12021,Wallet,90.0,1.22
12022,Wallet,109.08,20.76
12023,Card,274.56,20.59
12024,Wallet,149.18,22.87
12025,Card,116.04,0.0
12026,Wallet,40.68,42.69
12027,UPI,100.51,47.26
12028,UPI,219.02,2.37
12029,Card,265.86,8.9
12030,UPI,207.6,0.0
12031,Wallet,79.2,0.0
12032,UPI,248.04,35.27
12033,Card,629.76,36.27
12034,Wallet,459.18,48.76
12035,Card,402.48,36.52
12036,UPI,285.6,7.7
12037,UPI,302.52,0.0
12038,Wallet,146.64,0.0
12039,UPI,66.06,18.8
12040,Wallet,41.22,11.23
12041,UPI,116.16,5.78
12042,Card,16.99,20.58
12043,Wallet,300.67,0.0
12044,UPI,137.76,18.09
12045,Card,453.24,12.82
12046,UPI,325.01,2.98
12047,Card,497.52,23.99
12048,Wallet,254.45,15.88
12049,Wallet,489.36,0.0
12050,Card,507.06,12.6
12051,Card,135.5,8.12
12052,Card,73.44,24.08
12053,Wallet,409.32,33.82
12054,Wallet,268.92,1.79
12055,Card,229.68,38.25
12056,UPI,649.92,0.0
12057,UPI,100.2,0.0
12058,Card,421.44,38.49
12059,Card,521.76,34.25
12060,Wallet,47.4,0.0
12061,Wallet,542.16,24.23
12062,Wallet,29.28,16.29
12063,Wallet,266.58,23.86
12064,Wallet,154.51,16.34
12065,Card,258.12,4.23
12066,Card,33.96,0.0
12067,UPI,339.36,38.18
12068,Wallet,123.12,17.09
12069,Wallet,112.61,46.37
12070,UPI,356.69,0.0
12071,Card,120.84,42.67
12072,Card,132.0,37.42
12073,Wallet,531.6,0.09
12074,Wallet,232.99,29.1
12075,Card,55.92,42.72
12076,UPI,16.08,27.84
12077,UPI,441.12,12.48
12078,Card,389.88,10.04
12079,UPI,75.02,0.0
12080,UPI,178.08,11.02
12081,Wallet,234.14,15.15
12082,Wallet,77.33,45.51
12083,Card,332.4,38.03
12084,Card,330.24,24.02
12085,Wallet,90.0,24.25
12086,UPI,145.26,37.64
12087,Card,238.9,21.73
12088,Wallet,162.58,16.96
12089,Card,262.66,0.0
12090,Wallet,44.46,0.0
12091,UPI,354.06,2.84
12092,Wallet,405.36,27.27
12093,Wallet,350.64,14.61
12094,Card,175.44,0.0
12095,Wallet,65.16,26.93
12096,Card,18.86,25.97
12097,Card,234.84,20.33
12098,Wallet,111.6,6.3
12099,Wallet,98.21,3.17
12100,UPI,289.01,39.14
12101,Wallet,210.96,0.0
12102,UPI,290.74,27.38
12103,Wallet,154.94,0.0
12104,Card,203.76,0.0
12105,Wallet,104.69,1.75
12106,Card,27.84,30.77
12107,Wallet,19.08,7.62
12108,UPI,108.72,33.33
12109,Wallet,393.55,9.12
12110,UPI,217.44,0.0
12111,Wallet,187.06,11.29
12112,Card,88.32,19.16
12113,Wallet,48.96,0.0
12114,Card,370.37,0.0
12115,UPI,350.35,40.29
12116,Wallet,231.26,8.38
12117,UPI,402.91,9.09
12118,UPI,254.76,0.82
12119,UPI,309.96,49.15
12120,Card,49.14,13.42
12121,Wallet,223.92,9.77
12122,Wallet,140.22,43.52
12123,UPI,103.32,23.15
12124,Card,244.08,0.0
12125,UPI,468.0,15.34
12126,Wallet,230.4,45.54
12127,Card,143.52,16.0
12128,UPI,96.48,40.37
12129,UPI,95.04,11.14
12130,Wallet,185.4,2.71
12131,Card,87.6,0.0
12132,Card,329.16,0.0
12133,Card,88.74,13.7
12134,Wallet,479.04,0.0
12135,Wallet,20.88,0.86
12136,Card,263.76,31.06
12137,UPI,234.12,29.42
12138,UPI,88.38,36.92
12139,Card,241.56,0.0
12140,UPI,273.74,14.72
12141,Wallet,143.04,0.0
12142,Card,202.68,40.59
12143,Wallet,263.38,27.69
12144,Wallet,236.16,35.51
12145,UPI,350.78,0.0
12146,Card,84.6,0.0
12147,UPI,295.2,32.03
12148,Wallet,301.56,38.58
12149,Wallet,296.1,36.4
12150,UPI,404.64,5.19
12151,Card,23.94,6.41
12152,Card,237.17,18.56
12153,Wallet,126.43,23.86
12154,UPI,99.72,23.27
12155,UPI,188.16,32.9
12156,Wallet,148.03,19.5
12157,Wallet,224.28,1.32
12158,UPI,145.44,0.0
12159,Card,479.88,40.33
12160,UPI,337.2,19.48
12161,Card,299.52,25.16
12162,Wallet,230.52,0.0
12163,Card,51.41,37.19
12164,Wallet,247.86,11.14
12165,Wallet,25.92,0.0
12166,Wallet,111.6,32.96
12167,UPI,386.64,9.75
12168,Card,346.56,0.0
12169,UPI,308.04,0.0
12170,Card,204.0,36.23
12171,UPI,31.68,0.0
12172,Wallet,446.4,8.66
12173,Wallet,327.02,0.0
12174,Card,378.43,7.67
12175,Card,120.6,39.69
12176,UPI,48.96,1.03
12177,UPI,148.08,32.74
12178,UPI,43.56,23.93
12179,UPI,526.68,37.75
12180,Card,512.1,0.0
12181,UPI,347.4,32.54
12182,Card,411.84,36.92
12183,Wallet,189.36,30.93
12184,Wallet,343.26,23.4
12185,UPI,521.04,30.24
12186,UPI,331.02,49.21
12187,Wallet,586.08,31.0
12188,Wallet,345.46,39.76
12189,Wallet,117.22,47.95
12190,Card,177.6,0.0
12191,UPI,345.6,0.0
12192,Wallet,605.76,0.55
12193,UPI,344.88,0.0
12194,Wallet,294.0,20.61
12195,Card,196.7,13.65
12196,Wallet,399.89,0.0
12197,Wallet,589.92,0.0
12198,Wallet,64.92,0.0
12199,Wallet,93.74,46.42
12200,UPI,106.56,40.9
12201,Card,327.89,42.34
12202,UPI,324.96,1.56
12203,UPI,344.3,0.0
12204,Wallet,157.82,40.86
12205,UPI,282.72,8.89
12206,UPI,220.44,11.44
12207,Wallet,296.16,0.0
12208,Wallet,226.08,10.34
12209,UPI,682.56,34.29
12210,UPI,634.8,44.43
12211,Card,98.5,0.0
12212,Card,546.96,0.36
12213,Card,274.68,0.0
12214,UPI,338.16,0.0
12215,Card,520.2,0.0
12216,Wallet,409.82,24.32
12217,Card,235.92,0.0
12218,Wallet,401.62,1.78
12219,UPI,514.98,47.3
12220,UPI,236.88,24.53
12221,Wallet,268.8,0.0
12222,UPI,108.14,13.15
12223,Wallet,196.2,9.39
12224,UPI,201.6,24.7
12225,Wallet,119.88,20.82
12226,Wallet,382.61,34.26
12227,Wallet,208.51,32.28
12228,Card,337.92,0.0
12229,UPI,293.76,2.02
12230,Wallet,543.6,5.04
12231,Card,221.33,47.65
12232,Wallet,50.26,0.0
12233,Wallet,176.22,28.02
12234,Wallet,100.62,0.0
12235,UPI,193.86,14.26
12236,UPI,427.1,8.92
12237,UPI,324.86,0.0
12238,UPI,212.88,44.07
12239,Wallet,353.7,30.93
12240,Card,195.48,47.07
12241,UPI,687.12,28.52
12242,UPI,490.08,37.93
12243,Card,233.42,0.0
12244,Wallet,524.88,28.94
12245,Wallet,194.76,4.45
12246,UPI,295.56,0.0
12247,Card,120.78,18.34
12248,UPI,367.34,25.36
12249,Wallet,238.18,18.75
12250,UPI,282.24,0.0
12251,Card,46.08,36.85
12252,Card,202.61,0.15
12253,UPI,343.8,40.85
12254,UPI,425.04,42.44
12255,Wallet,398.45,0.0
12256,Wallet,201.0,23.29
12257,Wallet,197.71,46.75
12258,Wallet,486.0,47.47
12259,UPI,176.28,16.08
12260,Wallet,304.44,3.65
12261,UPI,216.6,31.88
12262,Card,650.64,0.0
12263,Wallet,29.52,23.38
12264,Card,36.86,33.31
12265,Card,139.68,0.0
12266,Card,336.24,10.85
12267,Wallet,250.42,47.54
12268,Wallet,194.94,33.12
12269,Wallet,199.08,44.54
12270,Card,204.96,10.36
12271,UPI,129.02,0.0
12272,Card,435.42,32.95
12273,UPI,241.56,0.0
12274,UPI,672.24,46.09
12275,UPI,247.92,40.75
12276,UPI,334.26,42.58
12277,UPI,325.3,2.61
12278,Wallet,327.0,14.77
12279,Wallet,284.11,42.49
12280,Wallet,199.8,7.33
12281,UPI,61.32,6.47
12282,UPI,364.5,43.79
12283,UPI,75.89,26.53
12284,Card,101.04,0.0
12285,Wallet,396.72,13.0
12286,UPI,180.58,0.0
12287,Card,514.62,0.0
12288,Card,46.98,26.16
12289,Card,237.74,25.28
12290,Card,136.08,9.07
12291,Card,309.72,0.0
12292,UPI,331.68,32.6
12293,Wallet,28.94,11.51
12294,Card,262.2,0.0
12295,UPI,242.64,44.68
12296,UPI,158.88,5.68
12297,Card,215.71,19.8
12298,Wallet,294.48,41.33
12299,Card,78.12,29.78
12300,Card,210.78,24.03
12301,Card,271.32,20.72
12302,Card,504.72,9.13
12303,Card,245.66,0.0
12304,UPI,579.12,15.61
12305,Wallet,286.32,35.42
12306,Card,462.0,24.01
12307,Wallet,231.98,29.27
12308,Card,69.96,43.03
12309,Card,40.2,0.56
12310,Wallet,297.6,17.88
12311,Wallet,334.2,35.53
12312,UPI,112.08,0.0
12313,Wallet,378.36,33.47
12314,UPI,368.64,39.83
12315,Wallet,198.24,29.04
12316,Wallet,149.64,0.0
12317,Card,296.64,40.66
12318,Wallet,38.02,0.0
12319,Card,433.62,8.34
12320,Card,164.88,19.06
12321,UPI,56.28,30.56
12322,UPI,327.02,0.0
12323,Wallet,222.48,8.75
12324,Wallet,483.66,0.0
12325,UPI,564.72,15.46
12326,Card,201.12,6.5
12327,Wallet,71.76,17.57
12328,Card,157.92,0.0
12329,Wallet,266.28,8.16
12330,UPI,301.82,0.0
12331,Wallet,43.06,0.0
12332,Wallet,134.06,0.0
12333,Card,306.96,43.63
12334,Wallet,144.72,1.08
12335,Card,292.14,39.57
12336,Card,686.88,0.0
12337,UPI,342.84,33.75
12338,Wallet,64.37,22.86
12339,Card,607.92,6.66
12340,Card,283.92,48.36
12341,UPI,122.54,0.0
12342,Wallet,386.64,0.0
12343,Wallet,197.04,46.22
12344,Card,97.63,0.0
12345,UPI,72.36,4.29
12346,Card,36.96,25.04
12347,Card,86.76,43.78
12348,UPI,42.0,15.25
12349,Card,312.34,35.03
12350,Wallet,296.52,34.59
12351,Card,41.04,0.0
12352,Wallet,57.84,6.92
12353,Wallet,384.62,48.11
12354,Card,594.72,31.88
12355,Card,250.27,2.53
12356,UPI,249.84,36.8
12357,UPI,209.28,3.31
12358,Wallet,12.0,12.87
12359,UPI,431.42,28.75
12360,UPI,185.94,39.33
12361,Card,58.9,24.31
12362,Wallet,312.91,34.6
12363,UPI,304.08,0.0
12364,UPI,467.46,35.57
12365,Card,388.51,0.0
12366,Card,168.66,43.47
12367,Wallet,256.92,0.0
12368,Wallet,109.44,1.16
12369,Card,216.58,0.0
12370,UPI,238.92,49.93
12371,Card,390.24,0.0
12372,Wallet,382.32,14.02
12373,UPI,117.72,37.46
12374,Card,287.28,26.44
12375,UPI,344.64,37.02
12376,Card,93.06,22.01
12377,UPI,673.44,7.24
12378,UPI,275.33,37.24
12379,Wallet,92.16,12.48
12380,UPI,28.62,0.0
12381,Card,96.48,22.55
12382,Wallet,381.42,24.25
12383,Wallet,292.14,20.12
12384,UPI,79.06,0.0
12385,Card,310.75,32.27
12386,Wallet,119.76,0.0
12387,Wallet,162.29,4.08
12388,UPI,290.28,0.62
12389,Wallet,349.92,0.0
12390,UPI,491.94,27.86
12391,UPI,315.36,10.57
12392,Wallet,343.08,16.05
12393,UPI,226.08,30.36
12394,UPI,427.5,39.85
12395,Card,159.12,24.05
12396,Card,322.13,40.81
12397,Card,257.76,21.97
12398,Wallet,707.52,0.0
12399,UPI,130.32,0.0
12400,Wallet,254.16,21.85
12401,UPI,57.0,7.44
12402,Wallet,346.44,11.46
12403,UPI,155.38,48.63
12404,Wallet,261.84,11.99
12405,Card,47.38,29.93
12406,UPI,27.84,12.19
12407,Wallet,125.52,27.68
12408,Wallet,267.84,18.4
12409,Wallet,523.92,9.09
12410,Wallet,111.89,40.26
12411,UPI,328.9,0.0
12412,Wallet,27.54,44.68
12413,Card,134.28,18.45
12414,Card,287.52,42.48
12415,Card,316.68,4.33
12416,Wallet,341.14,26.82
12417,Wallet,141.48,30.35
12418,UPI,199.2,0.0
12419,UPI,335.23,5.48
12420,UPI,81.24,0.0
12421,Card,323.28,2.25
12422,Wallet,441.84,0.0
12423,Wallet,228.48,14.06
12424,Card,78.62,0.0
12425,UPI,159.84,11.12
12426,Card,495.36,29.23
12427,Card,31.68,0.0
12428,UPI,466.8,44.5
12429,Wallet,677.52,11.4
12430,Card,55.68,37.31
12431,Wallet,220.32,0.0
12432,UPI,122.26,36.43
12433,Card,168.12,1.65
12434,UPI,705.6,1.88
12435,UPI,169.68,33.93
12436,UPI,69.7,32.82
12437,UPI,143.64,3.26
12438,UPI,127.26,41.28
12439,Wallet,77.18,47.45
12440,UPI,283.86,15.01
12441,Wallet,62.82,3.57
12442,UPI,407.23,20.14
12443,Card,369.94,41.43
12444,UPI,136.92,37.65
12445,UPI,171.22,31.11
12446,UPI,539.64,1.94
12447,Wallet,63.12,9.41
12448,UPI,246.42,0.0
12449,Card,209.04,0.0
12450,Card,317.52,36.32
12451,UPI,117.36,0.0
12452,Wallet,428.26,32.67
12453,UPI,374.76,42.63
12454,UPI,60.62,17.06
12455,UPI,317.16,30.65
12456,Wallet,25.2,6.64
12457,UPI,52.42,0.0
12458,UPI,142.02,0.0
12459,Wallet,395.28,42.87
12460,Wallet,80.28,0.0
12461,UPI,87.12,11.86
12462,UPI,39.6,15.71
12463,UPI,107.16,34.77
12464,Card,330.96,15.68
12465,Wallet,220.32,17.52
12466,Wallet,236.45,22.4
12467,UPI,38.34,49.16
12468,Wallet,259.2,8.68
12469,Card,191.28,0.0
12470,UPI,395.76,0.0
12471,Wallet,87.84,36.52
12472,Wallet,416.3,2.83
12473,UPI,436.86,0.0
12474,Card,707.52,0.0
12475,Wallet,234.96,24.24
12476,Card,58.8,40.6
12477,Card,289.73,22.58
12478,Card,47.66,27.39
12479,Wallet,345.12,18.75
12480,Card,264.42,0.0
12481,Wallet,144.58,0.0
12482,Card,85.2,34.47
12483,Wallet,47.95,47.94
12484,Wallet,375.66,27.29
12485,Wallet,49.82,45.29
12486,Card,178.56,0.0
12487,Wallet,261.6,9.18
12488,Wallet,583.2,40.9
12489,UPI,220.61,21.05
12490,UPI,23.47,23.84
12491,Wallet,85.92,34.44
12492,UPI,370.98,35.52
12493,Card,30.24,0.0
12494,Wallet,78.12,12.99
12495,UPI,206.46,0.0
12496,Wallet,138.6,9.51
12497,Card,35.52,0.0
12498,Card,349.44,40.28
12499,Card,422.78,0.51
12500,UPI,654.72,37.44
12501,UPI,169.92,15.96
12502,Wallet,339.84,42.28
12503,UPI,125.04,0.0
12504,Card,200.64,5.01
12505,Card,116.52,35.96
12506,UPI,103.14,30.93
12507,Card,426.0,23.92
12508,Card,165.17,0.0
12509,Wallet,59.62,17.75
12510,Wallet,415.98,0.0
12511,Card,424.08,15.16
12512,Wallet,327.31,0.0
12513,Card,213.84,0.0
12514,Wallet,293.76,45.53
12515,Card,57.6,0.0
12516,Card,259.68,1.43
12517,Wallet,167.28,25.02
12518,Wallet,664.08,11.16
12519,Wallet,300.82,0.0
12520,Wallet,427.97,16.8
12521,Wallet,496.08,45.77
12522,Wallet,388.8,2.63
12523,Card,209.88,16.25
12524,Card,324.18,19.88
12525,Card,354.72,1.46
12526,UPI,207.94,35.69
12527,Wallet,371.7,19.28
12528,Wallet,183.96,49.73
12529,UPI,207.6,20.72
12530,Wallet,390.06,0.0
12531,Wallet,701.04,15.44
12532,UPI,700.8,1.8
12533,Wallet,193.08,1.77
12534,UPI,410.88,25.02
12535,UPI,320.4,0.0
12536,Card,185.22,25.55
12537,Wallet,450.48,39.94
12538,Card,65.28,0.0
12539,Wallet,16.32,41.58
12540,Wallet,671.28,27.22
12541,Card,82.08,38.44
12542,UPI,364.8,23.63
12543,Wallet,261.84,42.81
12544,Wallet,346.03,0.0
12545,Card,570.48,39.76
12546,Card,51.84,0.0
12547,Card,51.26,46.9
12548,Card,272.16,2.16
12549,Wallet,439.68,9.09
12550,Card,224.64,43.48
12551,Card,443.16,27.58
12552,Card,36.72,14.65
12553,UPI,674.4,49.94
12554,UPI,156.67,0.0
12555,UPI,231.48,8.86
12556,Wallet,85.82,8.39
12557,UPI,493.56,8.33
12558,UPI,165.17,0.0
12559,Card,96.19,0.0
12560,Card,637.68,15.71
12561,UPI,718.56,0.0
12562,Card,338.11,0.0
12563,Card,441.36,0.0
12564,Wallet,318.42,5.29
12565,UPI,709.44,0.0
12566,Wallet,144.36,25.02
12567,Wallet,537.36,37.08
12568,UPI,419.18,34.38
12569,Card,173.81,29.96
12570,Card,516.72,0.0
12571,Wallet,217.2,1.94
12572,Wallet,61.92,1.48
12573,Card,295.8,8.97
12574,Wallet,280.51,13.45
12575,UPI,70.99,42.92
12576,Wallet,315.65,32.78
12577,Card,303.7,17.88
12578,UPI,434.16,0.0
12579,Wallet,238.61,14.37
12580,UPI,188.88,30.0
12581,Card,373.68,42.81
12582,Wallet,439.74,24.24
12583,UPI,62.21,0.0
12584,Wallet,327.31,15.62
12585,Wallet,142.44,3.33
12586,Card,282.48,46.23
12587,UPI,60.62,44.62
12588,Wallet,418.8,2.32
12589,Card,289.68,0.0
12590,UPI,658.8,27.03
12591,Wallet,275.58,36.94
12592,Wallet,432.36,33.0
12593,Card,229.68,0.0
12594,UPI,88.92,12.53
12595,UPI,504.72,12.49
12596,Card,272.45,0.0
12597,Wallet,177.7,49.96
12598,Wallet,465.36,0.0
12599,Card,26.06,0.0
12600,UPI,373.54,31.95
12601,Card,84.24,0.0
12602,UPI,68.4,36.84
12603,UPI,223.92,5.86
12604,Card,248.4,23.09
12605,UPI,63.5,0.0
12606,Card,230.16,33.53
12607,Card,705.84,0.0
12608,Card,449.76,0.0
12609,Wallet,296.46,15.6
12610,Card,56.16,40.3
12611,Card,54.72,47.5
12612,Wallet,271.92,7.44
12613,Card,520.8,21.65
12614,Card,427.68,0.0
12615,Wallet,302.52,18.56
12616,UPI,255.42,32.8
12617,Wallet,55.8,23.62
12618,Wallet,49.68,20.21
12619,Card,412.85,30.44
12620,Wallet,105.7,40.13
12621,Wallet,602.88,34.19
12622,Card,245.52,0.0
12623,Card,392.4,42.66
12624,Card,310.68,5.3
12625,UPI,236.16,1.12
12626,Wallet,141.84,38.07
12627,UPI,577.92,33.04
12628,UPI,41.88,0.0
12629,Wallet,305.1,11.79
12630,Wallet,351.96,42.26
12631,UPI,41.58,0.0
12632,Card,356.28,15.76
12633,Card,283.44,41.81
12634,UPI,132.3,43.36
12635,Card,148.56,17.63
12636,UPI,184.32,0.0
12637,Wallet,183.12,9.87
12638,Card,370.66,28.63
12639,UPI,508.14,0.0
12640,Wallet,40.32,23.77
12641,Wallet,204.72,0.0
12642,UPI,503.46,6.53
12643,Card,230.76,0.0
12644,Wallet,341.76,0.0
12645,Wallet,237.0,0.0
12646,Card,71.04,13.04
12647,Wallet,47.28,23.79
12648,Card,344.64,43.2
12649,Wallet,202.46,32.41
12650,UPI,142.42,0.0
12651,Card,547.44,27.5
12652,Wallet,241.32,3.51
12653,UPI,318.1,48.39
12654,Wallet,600.96,29.97
12655,Wallet,85.5,26.74
12656,UPI,217.08,11.64
12657,Card,352.66,22.08
12658,Wallet,263.28,23.97
12659,UPI,54.36,11.72
12660,UPI,216.72,21.47
12661,Wallet,167.33,6.66
12662,Wallet,73.8,24.07
12663,Wallet,65.52,0.0
12664,UPI,69.84,17.91
12665,UPI,291.96,48.65
12666,Wallet,265.56,0.0
12667,Wallet,83.76,16.73
12668,Wallet,537.6,16.29
12669,UPI,128.88,19.5
12670,Wallet,189.48,13.43
12671,Card,254.4,23.99
12672,UPI,477.54,42.9
12673,Wallet,312.36,28.62
12674,Wallet,662.4,13.8
12675,Card,388.62,13.12
12676,Card,105.48,0.0
12677,Card,42.6,6.26
12678,UPI,198.24,13.01
12679,Card,126.6,48.09
12680,UPI,224.64,41.96
12681,UPI,538.02,5.42
12682,UPI,303.12,28.95
12683,Card,68.69,0.0
12684,Card,257.64,18.86
12685,Wallet,54.72,47.06
12686,UPI,314.46,50.0
12687,Card,24.48,0.0
12688,Card,348.91,47.9
12689,UPI,239.33,43.09
12690,Wallet,174.82,7.19
12691,Wallet,217.68,45.27
12692,Wallet,295.44,0.0
12693,UPI,148.32,33.06
12694,Card,224.46,21.01
12695,Card,138.42,0.0
12696,Card,47.28,5.82
12697,Wallet,464.88,4.33
12698,Card,222.84,44.91
12699,Card,103.5,14.88
12700,UPI,252.72,5.2
12701,UPI,332.16,3.98
12702,Card,64.98,0.0
12703,Wallet,593.28,44.35
12704,Wallet,39.74,33.16
12705,Wallet,455.76,8.42
12706,Wallet,115.56,12.94
12707,Wallet,180.6,0.0
12708,Card,285.12,17.62
12709,Wallet,408.72,46.01
12710,Wallet,193.2,44.38
12711,Card,530.88,0.0
12712,UPI,388.26,0.0
12713,Card,422.21,37.66
12714,UPI,362.3,35.43
12715,Card,447.84,22.47
12716,Card,697.68,33.83
12717,Card,113.4,12.48
12718,Card,433.92,26.41
12719,Wallet,358.56,0.0
12720,Wallet,194.88,36.95
12721,Wallet,179.76,0.0
12722,Card,81.6,48.53
12723,UPI,205.2,14.32
12724,Card,289.92,0.0
12725,UPI,325.68,32.48
12726,Wallet,294.48,1.73
12727,Wallet,460.08,17.46
12728,Card,474.3,8.75
12729,Card,144.0,36.87
12730,Wallet,379.01,48.83
12731,UPI,375.41,30.04
12732,Wallet,31.68,46.47
12733,Wallet,109.62,19.27
12734,Wallet,284.28,0.0
12735,Card,221.76,13.93
12736,Wallet,208.08,0.0
