driver_id,city,vehicle_type,join_date,rating,experience_years
564,Chennai,SUV,2023-11-17,4.75,7
565,Mumbai,SUV,2022-06-01,4.34,9
566,Kolkata,SUV,2022-02-01,3.85,1
567,Kolkata,SUV,2022-02-22,4.29,6
568,Delhi,SUV,2022-09-19,4.97,6
569,Chennai,Mini,2021-08-21,4.97,8
570,Mumbai,Bike,2022-06-20,4.99,10
571,Bangalore,Auto,2023-08-11,4.53,0
572,Delhi,Auto,2023-01-16,4.86,1
573,Bangalore,SUV,2021-07-13,4.76,3
574,Hyderabad,Bike,2021-09-08,4.75,0
575,Chennai,Auto,2022-01-22,4.95,5
576,Kolkata,Bike,2022-01-04,5.0,7
577,Mumbai,SUV,2021-06-22,4.93,9
578,Kolkata,Mini,2023-03-26,3.96,3
579,Mumbai,Mini,2021-11-26,4.07,3
580,Pune,Sedan,2022-08-05,3.81,10
581,Bangalore,Auto,2023-11-29,4.46,2
582,Chennai,Mini,2022-10-08,4.04,9
583,Kolkata,Mini,2022-01-24,4.79,10
584,Bangalore,Sedan,2022-08-25,4.36,4
585,Kolkata,Mini,2021-12-30,4.57,6
586,Delhi,Auto,2021-04-20,4.89,2
587,Bangalore,Bike,2021-09-28,4.07,4
588,Hyderabad,Sedan,2021-04-28,4.37,1
589,Chennai,Auto,2022-08-08,4.65,2
590,Hyderabad,Mini,2021-09-21,4.37,1
591,Mumbai,SUV,2023-03-05,4.38,4
592,Kolkata,Sedan,2021-11-26,4.98,7
593,Bangalore,Auto,2022-07-23,4.26,9
594,Pune,SUV,2022-09-16,4.85,4
595,Hyderabad,Auto,2023-05-14,3.84,7
596,Kolkata,Bike,2021-07-01,4.61,1
597,Bangalore,Auto,2023-10-17,4.1,8
598,Pune,Auto,2023-10-22,4.67,10
599,Delhi,Sedan,2022-09-27,3.87,10
600,Delhi,Mini,2021-08-04,4.28,3
601,Kolkata,Bike,2021-05-17,4.34,9
602,Delhi,Auto,2023-12-30,4.28,7
603,Chennai,SUV,2023-04-28,4.79,6
604,Delhi,Sedan,2021-10-02,4.5,6
605,Mumbai,Sedan,2022-04-19,4.46,0
606,Mumbai,Sedan,2023-12-15,4.68,5
607,Pune,SUV,2023-06-08,4.09,2
608,Mumbai,SUV,2021-06-07,4.37,4
609,Delhi,SUV,2024-01-01,4.99,3
610,Hyderabad,Mini,2023-10-15,4.1,3
611,Chennai,SUV,2023-01-06,3.87,8
612,Pune,Bike,2023-10-20,4.96,2
613,Mumbai,Bike,2021-05-09,4.22,2
614,Delhi,SUV,2023-02-07,3.88,10
615,Mumbai,Mini,2022-01-20,4.14,10
616,Hyderabad,SUV,2022-05-28,4.23,10
617,Pune,Auto,2023-01-30,4.63,10
618,Bangalore,Mini,2022-11-22,4.86,5
619,Kolkata,Auto,2021-06-29,4.73,8
620,Kolkata,Bike,2022-01-31,4.46,5
621,Pune,Mini,2021-07-06,4.15,4
622,Hyderabad,Auto,2022-07-16,4.16,7
623,Pune,Auto,2023-10-29,4.02,5
624,Mumbai,Sedan,2021-10-01,4.59,8
625,Mumbai,Bike,2022-01-12,4.97,9
626,Bangalore,Mini,2022-08-06,4.01,7
627,Mumbai,SUV,2022-11-03,4.69,8
628,Kolkata,SUV,2022-01-07,3.81,4
629,Kolkata,Auto,2021-07-26,4.9,4
630,Bangalore,Bike,2023-05-28,4.69,4
631,Bangalore,Auto,2023-08-25,4.92,0
632,Bangalore,SUV,2021-10-11,3.93,4
633,Bangalore,Auto,2022-06-23,4.52,6
634,Pune,Auto,2021-07-12,3.9,5
635,Delhi,Mini,2022-05-06,4.54,3
636,Hyderabad,Auto,2023-03-22,4.9,7
637,Bangalore,Sedan,2023-08-20,4.33,0
638,Delhi,SUV,2022-10-11,4.25,10
639,Hyderabad,Bike,2021-12-31,4.61,0
640,Mumbai,Sedan,2022-06-28,4.08,4
641,Chennai,Mini,2023-07-21,4.46,9
642,Hyderabad,Auto,2022-09-08,4.25,5
643,Kolkata,Sedan,2022-03-15,4.3,2
644,Hyderabad,SUV,2022-05-30,3.99,4
645,Pune,Bike,2022-07-25,4.46,4
646,Bangalore,Auto,2023-02-05,4.66,7
647,Bangalore,Auto,2023-07-10,3.85,0
648,Delhi,SUV,2022-04-18,4.52,6
649,Chennai,SUV,2022-03-25,4.21,8
650,Hyderabad,Bike,2023-12-26,4.38,10
651,Hyderabad,Bike,2021-08-23,4.42,1
652,Pune,Mini,2023-01-18,4.45,2
653,Hyderabad,SUV,2023-08-03,4.64,5
654,Delhi,Mini,2022-11-20,4.23,1
655,Bangalore,Mini,2022-10-27,4.03,9
656,Hyderabad,Sedan,2021-12-14,4.92,9
657,Chennai,Sedan,2021-09-04,4.08,9
658,Chennai,SUV,2023-06-05,3.91,1
659,Kolkata,Auto,2021-11-11,4.77,1
660,Mumbai,Bike,2023-09-17,4.47,0
661,Mumbai,Auto,2021-09-22,4.82,10
662,Chennai,Bike,2022-07-26,4.23,2
663,Hyderabad,Auto,2023-12-17,4.21,2
664,Bangalore,Auto,2022-02-25,4.15,0
665,Kolkata,SUV,2023-04-17,4.48,2
666,Mumbai,Sedan,2021-07-01,4.8,7
667,Mumbai,Sedan,2023-07-05,4.14,4
668,Delhi,Auto,2022-08-25,4.37,10
669,Delhi,SUV,2023-04-12,3.88,7
670,Delhi,SUV,2023-07-01,4.08,7
671,Mumbai,SUV,2023-02-02,4.94,2
672,Chennai,SUV,2021-09-07,4.71,0
673,Bangalore,SUV,2021-11-02,4.19,5
674,Delhi,SUV,2022-04-20,4.48,8
675,Delhi,Sedan,2022-08-31,3.93,6
676,Pune,Sedan,2021-06-17,4.69,1
677,Hyderabad,SUV,2021-12-25,4.88,7
678,Bangalore,Mini,2021-07-18,4.94,1
679,Pune,Mini,2023-10-06,4.7,7
680,Delhi,SUV,2022-11-22,4.33,4
681,Kolkata,Mini,2022-05-25,4.55,9
682,Hyderabad,Bike,2023-09-28,4.38,1
683,Kolkata,Bike,2021-11-02,4.01,7
684,Kolkata,Auto,2022-10-18,4.88,0
685,Kolkata,Bike,2022-05-07,3.93,10
686,Bangalore,Sedan,2021-10-28,4.07,0
687,Bangalore,Auto,2023-03-06,4.03,1
688,Mumbai,Auto,2022-05-08,4.11,3
689,Hyderabad,Mini,2021-12-17,4.78,7
690,Hyderabad,Sedan,2023-03-11,4.8,6
691,Kolkata,Mini,2023-02-09,3.98,9
692,Hyderabad,Sedan,2022-07-03,4.27,4
693,Kolkata,Bike,2023-01-14,4.33,7
694,Mumbai,SUV,2023-06-14,4.98,4
695,Chennai,Auto,2023-04-02,3.89,2
696,Mumbai,SUV,2022-02-12,4.68,10
697,Hyderabad,Sedan,2023-10-01,4.15,4
698,Hyderabad,Bike,2023-06-01,4.54,5
699,Pune,Mini,2023-06-12,4.42,2
700,Mumbai,Sedan,2023-03-05,4.42,8
701,Pune,SUV,2021-04-10,4.58,8
702,Mumbai,Auto,2021-12-14,4.2,2
703,Kolkata,Mini,2021-09-25,4.28,4
704,Mumbai,Auto,2022-10-08,3.88,7
705,Kolkata,Sedan,2021-09-14,3.87,5
706,Delhi,SUV,2021-07-04,5.0,3
707,Hyderabad,SUV,2022-02-05,4.4,7
708,Mumbai,Bike,2022-05-05,4.52,2
709,Delhi,Bike,2022-02-23,4.47,6
710,Bangalore,SUV,2022-05-25,4.75,2
711,Chennai,Mini,2021-07-28,3.88,4
712,Mumbai,Mini,2022-04-05,4.24,9
713,Delhi,Mini,2021-10-16,4.03,4
714,Mumbai,Mini,2022-11-01,4.45,10
715,Mumbai,SUV,2023-09-22,4.18,3
716,Hyderabad,Bike,2021-12-21,4.09,7
717,Delhi,Mini,2023-02-12,4.02,5
718,Pune,Bike,2021-08-31,3.98,5
719,Delhi,Sedan,2021-10-11,4.44,8
720,Hyderabad,Mini,2021-06-11,4.77,3
721,Mumbai,Bike,2023-06-18,4.12,5
722,Kolkata,SUV,2021-10-13,4.93,9
723,Delhi,Bike,2022-01-21,4.72,10
724,Hyderabad,Sedan,2021-07-28,3.87,3
725,Bangalore,Mini,2022-04-27,3.81,3
726,Mumbai,Sedan,2023-02-05,3.83,8
727,Bangalore,Bike,2021-06-08,4.56,4
728,Chennai,Mini,2022-12-24,4.93,3
729,Chennai,Auto,2023-11-09,4.45,0
730,Hyderabad,Mini,2021-12-10,4.64,1
731,Pune,Bike,2023-08-09,3.96,8
732,Mumbai,Sedan,2023-03-29,4.27,7
733,Chennai,SUV,2023-04-21,3.84,9
734,Mumbai,Sedan,2021-06-08,4.46,2
735,Delhi,Auto,2023-02-23,4.28,1
736,Hyderabad,Bike,2021-06-11,4.68,3
737,Delhi,Mini,2023-10-30,4.46,3
738,Hyderabad,Sedan,2021-06-07,4.75,2
739,Bangalore,Bike,2022-02-12,4.26,3
740,Pune,Auto,2021-12-06,4.79,6
741,Hyderabad,Bike,2021-04-19,3.93,4
742,Pune,Mini,2021-05-31,4.07,7
743,Hyderabad,SUV,2022-11-14,4.43,9
744,Chennai,Sedan,2022-09-27,4.16,3
745,Mumbai,Auto,2023-05-10,4.18,7
746,Bangalore,Sedan,2022-02-10,3.82,0
747,Hyderabad,SUV,2023-12-11,4.07,7
748,Delhi,Auto,2022-11-22,4.14,4
749,Chennai,Bike,2021-06-11,4.54,1
750,Mumbai,Auto,2021-12-13,4.18,7
751,Pune,Mini,2021-10-22,4.03,3
752,Kolkata,Auto,2022-01-02,4.19,2
753,Mumbai,Sedan,2021-11-06,4.37,10
754,Kolkata,Auto,2023-07-29,4.6,2
755,Hyderabad,SUV,2021-06-06,3.93,6
756,Hyderabad,Sedan,2022-04-30,4.25,1
757,Pune,SUV,2023-03-02,4.09,6
758,Pune,SUV,2023-02-21,4.82,7
759,Chennai,SUV,2022-07-17,4.62,7
760,Kolkata,Auto,2022-01-08,4.41,2
761,Bangalore,Sedan,2022-05-31,4.24,7
762,Hyderabad,Bike,2021-08-06,4.57,2
763,Pune,Bike,2023-03-28,4.95,4
764,Pune,Bike,2022-11-09,4.0,9
765,Hyderabad,SUV,2022-02-23,3.9,6
766,Mumbai,Bike,2023-02-26,4.38,8
767,Mumbai,SUV,2022-05-11,4.64,1
768,Delhi,Bike,2022-01-04,4.62,8
769,Chennai,SUV,2022-08-24,4.88,3
770,Chennai,Bike,2023-07-21,4.76,10
771,Chennai,Sedan,2021-04-19,4.64,1
772,Hyderabad,Sedan,2023-02-21,4.55,0
773,Delhi,Bike,2021-04-22,3.96,6
774,Pune,Bike,2021-11-07,4.62,2
775,Bangalore,Sedan,2023-08-29,4.68,2
776,Delhi,SUV,2023-01-12,4.16,3
777,Pune,Sedan,2021-12-29,4.03,2
778,Delhi,Auto,2021-08-05,4.95,7
779,Chennai,Mini,2023-11-03,4.95,0
780,Bangalore,Sedan,2022-10-06,4.68,0
781,Hyderabad,SUV,2023-04-03,4.57,9
782,Mumbai,Auto,2023-03-30,4.73,4
783,Pune,SUV,2023-08-24,4.33,7
784,Bangalore,Auto,2023-11-10,3.97,8
785,Kolkata,Sedan,2021-11-03,4.3,9
786,Mumbai,Sedan,2023-10-31,4.42,6
787,Mumbai,SUV,2022-01-24,3.92,4
788,Hyderabad,Auto,2022-09-09,3.96,1
789,Kolkata,Sedan,2023-04-10,4.61,1
790,Pune,Mini,2021-12-08,3.96,6
791,Delhi,Auto,2023-01-10,3.83,7
792,Hyderabad,Auto,2021-07-30,4.54,5
793,Bangalore,Mini,2021-06-21,4.37,5
794,Hyderabad,SUV,2023-01-03,4.61,5
795,Bangalore,Auto,2021-08-12,4.36,7
796,Mumbai,SUV,2021-07-26,4.71,10
797,Mumbai,Sedan,2023-02-15,4.44,7
798,Mumbai,Bike,2022-08-21,3.88,8
799,Pune,Mini,2023-03-28,4.23,4
800,Chennai,SUV,2021-05-15,4.63,3
801,Hyderabad,Sedan,2022-12-19,4.69,1
802,Bangalore,Sedan,2023-10-18,4.14,0
803,Pune,Sedan,2023-02-11,4.05,2
804,Chennai,Auto,2023-07-19,4.23,3
805,Hyderabad,Bike,2022-07-02,4.97,8
806,Hyderabad,Auto,2023-08-28,3.95,3
807,Pune,Bike,2023-11-10,4.67,0
808,Hyderabad,SUV,2021-04-08,3.89,3
809,Pune,Bike,2022-10-20,3.96,8
810,Chennai,Sedan,2022-04-03,4.75,10
811,Kolkata,Sedan,2023-04-26,4.06,8
812,Hyderabad,Auto,2021-11-29,4.1,0
813,Chennai,Bike,2021-11-18,4.75,4
814,Delhi,Auto,2021-04-06,4.11,5
815,Chennai,Mini,2023-11-25,4.49,1
816,Kolkata,SUV,2023-04-21,3.86,8
817,Mumbai,SUV,2021-05-01,3.9,7
818,Pune,Sedan,2021-04-27,4.62,10
819,Delhi,Mini,2021-08-15,4.96,10
820,Mumbai,Sedan,2021-10-08,4.11,2
821,Kolkata,Sedan,2022-02-20,4.95,5
822,Pune,SUV,2023-04-18,4.21,0
823,Mumbai,Auto,2023-09-14,3.88,10
824,Mumbai,Auto,2021-11-24,4.6,4
825,Mumbai,Sedan,2021-04-28,4.41,4
826,Delhi,Sedan,2021-05-12,4.61,6
827,Delhi,Sedan,2023-04-23,4.18,3
828,Bangalore,SUV,2021-07-04,4.37,5
829,Delhi,Mini,2022-02-03,4.6,9
830,Hyderabad,SUV,2021-06-30,4.73,10
831,Chennai,SUV,2022-01-22,4.5,3
832,Delhi,SUV,2023-07-23,4.81,6
833,Bangalore,Auto,2021-08-05,4.49,7
834,Bangalore,Auto,2022-02-22,4.93,4
835,Mumbai,Sedan,2023-02-17,4.97,3
836,Chennai,SUV,2021-06-06,4.64,6
837,Hyderabad,Sedan,2021-08-11,4.23,6
838,Delhi,Bike,2021-05-01,4.7,2
839,Hyderabad,Auto,2021-06-10,4.7,8
840,Mumbai,Bike,2021-12-09,4.33,9
841,Delhi,Mini,2023-11-01,4.38,5
842,Hyderabad,Bike,2022-11-09,4.9,7
843,Chennai,Sedan,2021-07-20,3.84,1
844,Hyderabad,Mini,2023-04-07,4.71,5
845,Mumbai,Bike,2021-08-21,4.58,8
846,Kolkata,Auto,2022-03-23,4.05,4
847,Hyderabad,SUV,2022-02-28,4.48,1
848,Bangalore,Mini,2022-07-04,4.6,7
849,Bangalore,Auto,2023-02-03,3.9,0
850,Hyderabad,Sedan,2021-05-07,4.75,3
851,Hyderabad,Sedan,2022-12-02,4.86,10
852,Pune,Sedan,2022-11-26,4.42,7
853,Pune,Auto,2022-05-23,4.74,6
854,Chennai,Bike,2023-04-29,4.44,5
855,Kolkata,Auto,2021-10-25,4.58,0
856,Bangalore,Mini,2023-12-13,4.06,6
857,Kolkata,Sedan,2021-09-14,4.63,0
858,Mumbai,Mini,2023-04-01,4.83,2
859,Kolkata,Auto,2023-07-15,4.1,10
860,Kolkata,Sedan,2021-10-09,4.81,6
861,Hyderabad,Bike,2022-01-01,4.73,6
862,Mumbai,Sedan,2023-04-18,4.12,2
863,Pune,SUV,2022-09-11,4.81,6
864,Delhi,SUV,2022-11-11,3.81,3
865,Mumbai,Auto,2023-06-15,4.82,7
866,Pune,Sedan,2022-12-21,4.41,7
867,Hyderabad,Sedan,2022-09-25,4.33,5
868,Delhi,Bike,2022-06-28,4.05,10
869,Mumbai,Auto,2022-03-22,4.51,8
870,Bangalore,Auto,2022-12-27,4.49,4
871,Chennai,SUV,2022-07-13,4.58,9
872,Pune,Sedan,2022-06-18,4.99,1
873,Delhi,SUV,2021-04-29,4.23,4
874,Bangalore,Bike,2023-05-11,4.19,10
875,Mumbai,Sedan,2022-02-11,4.79,10
876,Bangalore,Mini,2023-06-26,4.65,0
877,Kolkata,SUV,2021-10-17,4.83,1
878,Hyderabad,SUV,2021-11-17,4.28,7
879,Chennai,Auto,2022-08-31,4.71,8
880,Hyderabad,Auto,2021-04-12,4.32,5
881,Kolkata,Bike,2023-09-16,3.8,3
882,Delhi,Mini,2023-01-04,4.47,3
883,Pune,SUV,2021-05-08,4.19,5
884,Mumbai,Bike,2022-08-06,3.83,9
885,Delhi,Bike,2022-10-15,4.43,0
886,Pune,Sedan,2022-05-25,4.09,1
887,Hyderabad,Sedan,2021-05-31,4.76,5
888,Delhi,Sedan,2022-04-07,4.06,5
889,Mumbai,Bike,2023-11-11,4.88,8
890,Mumbai,Sedan,2023-11-20,3.91,9
891,Pune,Sedan,2023-01-23,4.04,1
892,Delhi,Mini,2022-04-25,4.59,1
893,Kolkata,SUV,2021-04-19,4.54,3
894,Pune,Auto,2023-03-22,3.98,4
895,Mumbai,Mini,2022-09-16,4.59,5
896,Mumbai,Mini,2022-01-14,3.91,10
897,Pune,Mini,2023-07-23,4.14,9
898,Pune,SUV,2023-01-03,4.33,1
899,Pune,Sedan,2023-10-02,4.56,9
900,Kolkata,Bike,2021-09-25,3.95,3
901,Hyderabad,SUV,2022-07-16,4.28,1
902,Chennai,Bike,2022-03-23,4.96,8
903,Pune,Mini,2023-05-07,4.67,7
904,Bangalore,Auto,2021-10-25,4.69,10
905,Delhi,SUV,2023-09-21,4.61,0
906,Delhi,Mini,2023-03-20,3.82,2
907,Bangalore,Sedan,2022-08-10,3.93,8
908,Hyderabad,Mini,2023-08-29,4.16,3
909,Hyderabad,Auto,2022-03-18,3.83,0
910,Pune,Bike,2023-11-28,4.28,9
911,Chennai,Bike,2022-04-28,4.83,3
912,Mumbai,Mini,2022-04-18,3.92,10
913,Bangalore,Bike,2021-07-01,4.27,3
914,Bangalore,Sedan,2023-09-08,4.78,7
915,Mumbai,Bike,2023-06-08,4.67,1
916,Bangalore,Sedan,2022-11-12,3.89,9
917,Kolkata,Bike,2021-12-26,4.18,5
918,Mumbai,SUV,2023-05-30,4.55,7
919,Hyderabad,Auto,2023-04-19,3.89,9
920,Bangalore,Auto,2023-03-09,4.78,3
921,Hyderabad,Auto,2021-12-19,4.99,9
922,Delhi,Sedan,2023-12-23,3.89,6
923,Bangalore,Mini,2021-05-20,4.07,4
924,Mumbai,Auto,2023-04-17,4.32,2
925,Kolkata,Sedan,2022-03-12,4.02,7
926,Kolkata,Sedan,2022-03-31,4.99,4
927,Pune,Sedan,2023-02-01,4.78,6
928,Bangalore,Auto,2023-06-06,4.2,2
929,Kolkata,Auto,2022-01-12,4.35,7
930,Kolkata,SUV,2023-04-08,4.83,7
931,Hyderabad,Sedan,2022-10-23,4.89,0
932,Kolkata,SUV,2021-05-27,4.7,5
933,Bangalore,Mini,2021-07-18,4.65,10
934,Delhi,Mini,2022-05-25,4.12,9
935,Chennai,Bike,2023-01-21,4.34,6
936,Delhi,Mini,2023-03-03,4.7,3
937,Hyderabad,Auto,2023-06-28,4.46,8
938,Pune,Sedan,2021-07-01,4.3,0
939,Mumbai,Mini,2021-07-31,4.55,8
940,Delhi,Sedan,2021-08-31,4.92,6
941,Mumbai,SUV,2022-04-30,4.35,1
942,Delhi,Bike,2021-04-25,4.69,7
943,Pune,Mini,2023-07-26,4.41,0
944,Kolkata,Bike,2023-07-30,4.42,0
945,Kolkata,Sedan,2021-06-06,4.15,0
946,Kolkata,Auto,2021-05-21,4.43,8
947,Chennai,Auto,2022-02-04,4.29,5
948,Pune,Sedan,2022-08-23,3.85,1
949,Kolkata,SUV,2023-01-12,3.81,3
950,Delhi,SUV,2022-04-06,4.73,8
951,Pune,Bike,2021-06-05,4.58,8
952,Pune,Sedan,2022-10-18,4.36,0
953,Bangalore,Sedan,2023-03-02,4.99,10
954,Delhi,Bike,2022-01-27,4.39,2
955,Mumbai,Sedan,2021-05-08,4.59,0
956,Kolkata,Auto,2021-06-08,4.45,2
957,Hyderabad,Auto,2022-01-18,4.48,0
958,Kolkata,SUV,2022-05-19,4.88,8
959,Chennai,SUV,2021-04-21,4.72,9
960,Delhi,Sedan,2023-01-26,4.35,7
961,Hyderabad,SUV,2022-01-02,4.05,4
962,Kolkata,Mini,2021-07-04,4.78,0
963,Bangalore,SUV,2022-01-03,4.86,3
964,Pune,Mini,2022-08-21,4.52,8
965,Mumbai,Bike,2022-10-19,4.94,4
966,Bangalore,Bike,2023-08-12,4.44,6
967,Pune,SUV,2022-03-08,3.86,10
968,Bangalore,Bike,2023-01-08,4.39,8
969,Bangalore,Auto,2022-06-28,4.5,5
970,Kolkata,Bike,2022-03-02,4.98,9
971,Mumbai,SUV,2021-07-12,3.9,9
972,Chennai,SUV,2021-12-13,4.87,3
973,Mumbai,Auto,2023-01-29,4.31,5
974,Pune,Sedan,2023-07-27,4.49,0
975,Bangalore,SUV,2021-07-18,4.34,0
976,Chennai,Sedan,2021-12-01,4.7,7
977,Pune,Bike,2021-04-18,3.86,8
978,Delhi,Bike,2023-09-14,4.25,5
979,Bangalore,Bike,2021-04-19,3.82,3
980,Hyderabad,SUV,2023-09-23,4.53,6
981,Mumbai,Auto,2023-07-26,4.49,3
982,Mumbai,Sedan,2022-07-06,4.23,4
983,Delhi,Mini,2021-04-12,4.05,9
984,Delhi,SUV,2023-03-26,3.98,4
985,Mumbai,Sedan,2021-04-10,4.15,3
986,Pune,Mini,2023-05-07,4.99,2
987,Bangalore,Sedan,2021-04-21,4.67,9
988,Pune,Mini,2021-11-13,3.93,7
989,Bangalore,Sedan,2023-06-08,3.93,8
990,Delhi,SUV,2021-08-19,4.25,3
991,Delhi,Auto,2021-09-15,4.72,1
992,Pune,Mini,2021-05-02,3.95,1
993,Chennai,Mini,2021-04-06,4.12,10
994,Hyderabad,SUV,2022-07-07,4.59,7
995,Pune,Sedan,2023-11-19,4.17,6
996,Bangalore,Bike,2022-08-20,4.81,0
997,Hyderabad,Bike,2022-02-07,4.99,3
998,Kolkata,Sedan,2023-02-11,4.61,3
999,Mumbai,Bike,2021-08-24,4.44,3
1000,Chennai,Bike,2023-06-29,3.93,5
1001,Pune,Auto,2023-12-17,4.72,4
1002,Chennai,SUV,2022-02-03,4.3,1
1003,Mumbai,Mini,2022-03-22,3.89,3
1004,Bangalore,Mini,2022-12-30,4.38,8
1005,Mumbai,Mini,2023-03-29,4.22,7
1006,Hyderabad,Auto,2023-03-14,4.21,8
1007,Hyderabad,SUV,2021-06-11,4.57,5
1008,Hyderabad,Sedan,2022-08-09,4.72,6
1009,Kolkata,Auto,2021-09-23,4.16,4
1010,Hyderabad,SUV,2022-08-08,4.46,3
1011,Mumbai,Bike,2023-06-11,4.49,5
1012,Hyderabad,Mini,2021-04-14,4.1,10
1013,Bangalore,Mini,2022-01-01,4.04,0
1014,Hyderabad,Mini,2021-08-28,4.89,10
1015,Kolkata,Bike,2022-08-10,4.06,4
1016,Kolkata,Auto,2021-08-30,4.92,6
1017,Delhi,Sedan,2022-05-30,3.9,10
1018,Pune,Auto,2023-08-24,4.89,10
1019,Hyderabad,SUV,2021-06-05,4.86,3
1020,Hyderabad,Mini,2023-11-24,3.85,7
1021,Hyderabad,Bike,2023-01-25,4.74,10
1022,Bangalore,Bike,2022-10-09,4.12,1
1023,Bangalore,Mini,2022-08-12,3.84,10
1024,Chennai,Bike,2021-09-08,4.62,5
1025,Bangalore,SUV,2022-04-27,4.82,1
1026,Pune,Mini,2021-08-02,4.38,1
1027,Chennai,Sedan,2022-05-01,4.18,1
1028,Bangalore,Mini,2022-11-16,4.75,7
1029,Bangalore,SUV,2022-07-06,4.49,4
1030,Delhi,SUV,2021-05-22,4.35,6
1031,Kolkata,Bike,2023-07-25,4.69,0
1032,Pune,Sedan,2022-07-24,4.87,8
1033,Kolkata,Mini,2021-04-27,4.99,4
1034,Delhi,Bike,2021-07-13,4.4,4
1035,Kolkata,SUV,2021-12-13,4.62,3
1036,Kolkata,SUV,2021-05-22,4.64,10
1037,Chennai,Mini,2021-11-20,3.93,9
1038,Bangalore,Sedan,2023-12-20,4.33,8
1039,Chennai,Sedan,2022-10-15,4.07,8
1040,Chennai,Sedan,2022-12-30,4.01,2
1041,Pune,Auto,2023-05-16,4.12,5
1042,Delhi,Mini,2023-10-03,4.6,1
1043,Bangalore,SUV,2022-09-15,4.6,7
1044,Delhi,Sedan,2023-09-19,4.11,2
1045,Chennai,Mini,2023-02-07,3.94,9
1046,Bangalore,Bike,2021-05-17,4.43,1
1047,Chennai,Sedan,2022-02-05,4.12,7
1048,Kolkata,Sedan,2022-01-23,4.04,9
1049,Chennai,SUV,2022-09-01,4.74,5
1050,Hyderabad,SUV,2023-09-19,4.05,8
1051,Bangalore,Auto,2022-03-12,4.24,10
1052,Kolkata,Mini,2022-09-17,4.62,0
1053,Bangalore,Sedan,2021-05-10,4.19,1
1054,Hyderabad,Auto,2022-03-21,4.84,10
1055,Hyderabad,Bike,2022-10-07,4.23,7
1056,Pune,Sedan,2021-11-13,4.01,10
1057,Mumbai,Sedan,2023-05-09,3.81,8
1058,Pune,SUV,2021-10-08,4.74,9
1059,Mumbai,SUV,2023-07-04,4.85,8
1060,Pune,Sedan,2023-07-12,4.05,5
1061,Kolkata,Auto,2023-02-15,4.0,5
1062,Hyderabad,SUV,2022-08-05,4.89,7
1063,Chennai,Auto,2023-12-17,3.96,2
1064,Chennai,Mini,2021-07-05,4.76,6
1065,Kolkata,Mini,2021-08-16,3.92,6
1066,Mumbai,Sedan,2021-11-01,4.26,10
1067,Bangalore,Mini,2022-02-23,4.48,8
1068,Kolkata,Bike,2023-06-02,4.37,1
1069,Pune,SUV,2023-05-26,4.8,4
1070,Bangalore,Mini,2022-01-28,4.63,2
1071,Pune,SUV,2023-08-05,4.37,3
1072,Bangalore,Sedan,2021-12-05,4.28,2
1073,Hyderabad,Bike,2022-05-06,3.89,10
1074,Mumbai,Auto,2022-10-08,4.54,0
1075,Pune,Auto,2021-06-11,4.85,9
1076,Mumbai,Sedan,2023-08-24,4.31,2
1077,Kolkata,Auto,2022-01-06,4.66,4
1078,Hyderabad,Mini,2023-10-19,4.29,7
1079,Pune,Sedan,2023-06-13,4.46,0
1080,Hyderabad,Bike,2023-02-01,3.81,6
1081,Mumbai,Sedan,2023-07-17,4.62,5
1082,Delhi,Sedan,2022-10-30,4.52,2
1083,Delhi,SUV,2023-06-04,4.06,3
1084,Delhi,Mini,2023-10-26,4.83,7
1085,Kolkata,Sedan,2022-12-13,4.94,3
1086,Hyderabad,SUV,2021-09-20,4.84,8
1087,Mumbai,Bike,2022-05-06,4.6,8
1088,Chennai,Auto,2023-02-24,4.42,4
1089,Bangalore,Bike,2022-06-06,4.24,9
1090,Pune,SUV,2022-12-11,4.88,3
1091,Delhi,Auto,2021-08-15,4.6,2
1092,Pune,Mini,2023-03-16,4.13,10
1093,Pune,SUV,2023-07-16,3.83,2
1094,Delhi,Sedan,2023-01-24,3.93,4
1095,Kolkata,SUV,2023-05-19,4.6,5
1096,Bangalore,SUV,2023-10-21,4.51,10
1097,Delhi,Sedan,2021-12-09,4.38,3
1098,Bangalore,Bike,2021-11-14,4.81,6
1099,Hyderabad,Mini,2021-05-08,3.87,6
1100,Chennai,Auto,2021-09-09,4.42,8
1101,Delhi,Auto,2023-07-03,4.3,8
1102,Pune,Sedan,2023-11-23,4.27,1
1103,Delhi,Sedan,2023-01-01,3.92,7
1104,Hyderabad,Sedan,2022-10-06,4.15,6
1105,Kolkata,Bike,2023-07-13,4.85,5
1106,Chennai,Sedan,2022-11-07,3.87,4
1107,Hyderabad,SUV,2023-03-28,4.39,9
1108,Kolkata,Mini,2022-12-19,3.86,4
1109,Kolkata,Sedan,2021-05-17,4.55,2
1110,Delhi,Mini,2022-11-09,4.34,9
1111,Hyderabad,Bike,2022-08-21,4.57,10
1112,Delhi,SUV,2022-06-11,4.29,9
1113,Chennai,SUV,2021-07-29,4.75,9
1114,Delhi,SUV,2021-06-26,3.88,8
1115,Kolkata,Bike,2022-09-28,4.39,6
1116,Pune,Auto,2022-02-27,4.86,5
1117,Kolkata,Mini,2022-11-22,4.41,6
1118,Mumbai,Auto,2022-06-17,4.01,6
1119,Bangalore,Sedan,2023-05-13,4.85,4
1120,Mumbai,Bike,2022-02-26,4.59,6
